station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,4.9,,,,,,,0
00011,,,,,9.1,2.2,,,,,
00019,,,,5.4,,,,,,,0
00020,,,,5.4,,,,,,,
00021,,,,2.7,,,,,,,0
00022,,,,4.9,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,6.9,,,,,,,
00041,,,,0,,,,,,,0
00044,16.5,22.4,12.7,0,,,0.8,,,90,
00046,,,,5.2,,,,,,,
00053,,,,0,,,,,,,
00055,,,,1,,,,,,,0
00057,,,,0.3,,,,,,,0
00063,,,,2.5,,,,,,,0
00064,,,,0,,,,,,,0
00073,16.9,23.6,11.8,0.6,,,,,,80,
00078,15.2,17.9,12,1.8,,,,,,93,
00079,,,,20.9,,,,,,,0
00087,,,,1.2,,,,,,,
00090,,,,,4.2,1,,,,,
00091,14.6,18.5,10.9,4.5,,,,,,91,
00096,17.8,25.5,10.9,0,7.4,1.4,,4.6,1009,78,0
00102,18.3,20.7,16.6,,9.7,5.2,,,1011.1,84,
00103,,,,7.6,,,,,,,
00105,,,,16.8,,,,,,,0
00110,,,,16.4,,,,,,,0
00118,,,,5.7,,,,,,,
00121,,,,11.6,,,,,,,0
00124,,,,1,,,,,,,
00125,14.3,,,0.7,13.9,3.6,,7,928,86,0
00128,,,,5.5,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,9.1,,,,,,,
00131,16.6,23.9,8.9,0,,,,,,78,
00141,,,,0,,,,,,,
00142,14.6,18,9.8,2,,,,,,93,
00145,,,,1,,,,,,,0
00146,,,,1.5,,,,,,,
00150,14.8,17.6,10.3,27.4,,,,,,94,
00151,14.6,21.9,7.8,5.6,,,,,,83,
00154,15,18.7,12.3,0.2,,,,,,93,
00158,,,,3.4,,,,,,,
00160,,,,1.5,,,,,,,0
00161,15.5,17.8,13.1,15.4,13.8,3.2,,7.7,1005.7,90,0
00163,,,,1.7,,,,,,,0
00164,18.6,26,12.1,0,8.4,2.4,,3.7,1008.9,76,0
00167,19.7,26.7,14.9,0,,,,,,81,
00170,,,,0.2,,,,,,,0
00173,,,,14.9,,,,,,,0
00178,,,,5.2,,,,,,,0
