station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,20.2,,,,,,,0
00011,,,,,20.3,6.8,,,,,
00019,,,,20.7,,,,,,,0
00020,,,,21.9,,,,,,,0
00021,,,,7.8,,,,,,,0
00022,,,,23.3,,,,,,,0
00023,,,,3.2,,,,,,,0
00029,,,,22.4,,,,,,,0
00041,,,,2.2,,,,,,,0
00044,11.9,16.7,8.4,6.4,,,3.2,,,88,0
00046,,,,3.8,,,,,,,0
00053,,,,3.4,,,,,,,0
00055,,,,6.7,,,,,,,0
00057,,,,8.8,,,,,,,0
00063,,,,6.7,,,,,,,0
00064,,,,1.1,,,,,,,0
00073,10.4,14.2,9,7.2,,,,,,89,0
00078,12,16.5,8.7,4.8,,,,,,85,0
00079,,,,1.5,,,,,,,0
00087,,,,1.5,,,,,,,0
00090,,,,,19.9,6.6,,,,,
00091,12.3,15,8.4,3.4,,,,,,82,
00096,12.2,14.6,9.9,1.6,9.5,2.6,,7.6,983.1,89,0
00102,12.2,15.7,9.8,,20.5,11.2,,,978,85,
00103,,,,5.3,,,,,,,0
00105,,,,6.4,,,,,,,0
00110,,,,10.2,,,,,,,0
00118,,,,10.8,,,,,,,0
00121,,,,11.1,,,,,,,0
00124,,,,6.5,,,,,,,0
00125,8.6,,,8.1,21.1,6.9,,7.3,910.9,85,0
00128,,,,7.7,,,,,,,0
00129,,,,0.8,,,,,,,0
00130,,,,17.2,,,,,,,0
00131,12.5,16.2,10.1,2.8,,,,,,80,0
00141,,,,1.9,,,,,,,0
00142,10.5,13.1,7.6,8.4,,,,,,85,0
00145,,,,10.3,,,,,,,0
00146,,,,10.3,,,,,,,
00150,12.4,15.2,8.5,7.8,,,,,,83,0
00151,11,12.8,8.9,10.2,,,,,,89,0
00154,9.9,17.1,7.3,6.4,,,,,,84,0
00158,,,,2.8,,,,,,,0
00160,,,,5.5,,,,,,,0
00161,13.4,16.6,10.3,1.3,18.1,5.4,,6.8,979.2,75,0
00163,,,,26.5,,,,,,,0
00164,12.2,15,9.5,1.8,10.1,4.1,,7.9,984.2,90,0
00167,11.8,14.2,7.4,1.7,,,,,,93,0
00170,,,,5.1,,,,,,,0
00173,,,,6.8,,,,,,,0
00178,,,,15.2,,,,,,,0
00183,11.8,13.3,9.3,0.9,19.5,7.9,0,7.6,984.7,97,0
00191,12.9,15.1,10,16.8,,,,,,83,0
00194,,,,1,,,,,,,0
00197,,,,,19.6,6.7,,,,,
00198,13.3,16.2,9.9,2.9,16.5,5.3,,7.7,969.8,81,0
00200,,,,15.4,,,,,,,0
00201,,,,11.5,,,,,,,0
00202,,,,15,,,,,,,0
00203,,,,20.4,,,,,,,0
00205,,,,27.1,,,,,,,0
00211,,,,6.6,,,,,,,0
00213,,,,0.1,,,,,,,0
00216,,,,20.8,,,,,,,0
00217,10.4,17,7.4,8.4,,,,,,75,0
00222,12.5,15.5,9.8,2.6,,,,,,78,0
00223,,,,17.1,,,,,,,0
00227,,,,37.6,,,,,,,0
00232,11,14.1,7.6,7.9,15.1,5.2,0,7.3,941.5,81,0
00240,,,,21.9,,,,,,,0
00245,,,,6.6,,,,,,,0
00257,12.9,17.2,7.5,45.2,,,,,,78,0
