station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,6.6,1.7,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,
00041,,,,0,,,,,,,0
00044,20.6,25.4,14,0,,,6,,,81,
00046,,,,0,,,,,,,
00053,,,,0,,,,,,,
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,22.8,28.5,17.8,0,,,,,,71,
00078,21.1,26.4,13.1,0,,,,,,79,
00079,,,,0,,,,,,,0
00087,,,,0,,,,,,,
00090,,,,,10.1,3.3,,,,,
00091,21.6,29.5,12.3,0,,,,,,67,
00096,21.2,28,11.4,0,9,2.6,,5.5,1015.2,70,0
00102,18.9,20.7,16.6,,15.3,10.9,,,1016.6,86,
00103,,,,0,,,,,,,
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,
00125,21.8,,,0,6.7,1.8,,,939.6,67,
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,
00131,21.7,28.7,12.9,0,,,,,,66,
00141,,,,0,,,,,,,
00142,22.4,28.7,15.6,0,,,,,,71,
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,24,32,15.5,0,,,,,,64,
00151,22.6,31,14.5,0,,,,,,63,
00154,21.7,28.2,16.2,0,,,,,,77,
00158,,,,0,,,,,,,
00160,,,,0,,,,,,,0
00161,23.8,31.4,14.1,0,8.2,1.9,,1.8,1015.6,63,0
00163,,,,0,,,,,,,0
00164,21.5,29.2,13.1,0,9.9,4,,6.2,1014.4,67,0
00167,20.8,28.7,12.7,0,,,,,,72,
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,18.9,23.5,15.1,0,18.1,9.4,4.5,7.4,1013.8,81,0
00187,,,,0,,,,,,,0
00191,22.6,30.6,13.5,0,,,,,,66,
00194,,,,0,,,,,,,
00197,,,,,9.8,3.4,,,,,
00198,22.5,30.4,12.4,0,11.3,3.5,,4,1003.7,64,0
00200,,,,0,,,,,,,
00201,,,,0,,,,,,,0
00202,,,,0,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,
00211,,,,0,,,,,,,
00213,,,,0,,,,,,,
00216,,,,0,,,,,,,
00217,21.7,27.1,16.1,0,,,,,,71,
00222,22,29.9,13,0,,,,,,62,
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,
00232,21.5,28.8,13.2,0,7.7,1.7,13.7,1,970.7,73,0
00240,,,,0,,,,,,,
00245,,,,0,,,,,,,0
00257,23.6,30.4,16.5,0,,,,,,68,
00259,24.7,31.8,15.6,0,,,,,,63,
00262,,,,0,,,,,,,0
00269,,,,0,,,,,,,
00275,,,,0,,,,,,,
00277,,,,0,,,,,,,0
00279,,,,0,,,,,,,
00282,22.6,31.2,13.2,0,9.7,2.4,11.8,1.5,996.2,66,0
00287,,,,0,,,,,,,
00289,,,,0.2,,,,,,,0
00290,,,,0,,,,,,,0
00292,,,,0,,,,,,,
00294,22.1,27.4,16.5,0,,,,,,71,
00296,,,,0,,,,,,,0
00298,19.6,26.7,12.4,0,14.2,5.7,,6.8,1018.9,78,0
00301,,,,0,,,,,,,
00303,22.4,31.9,10.2,0,11.8,3.4,,5.2,1015.4,60,0
00309,,,,0,,,,,,,0
00310,,,,0,,,,,,,
00312,,,,0.1,,,,,,,
00314,22.2,29.9,14,0,,,,,,62,
00318,,,,0,,,,,,,0
00319,,,,0,,,,,,,0
00320,21.9,30.5,12.4,0,,,,,,65,
00323,,,,0,,,,,,,
00325,,,,0,,,,,,,0
00330,22.4,29.2,15.9,0,,,,,,66,
00333,,,,0,,,,,,,0
00336,,,,0,,,,,,,
00342,21.4,26.5,15.8,0,11,4,3.6,6,1010.6,75,0
00349,,,,0,,,,,,,0
00351,,,,0,,,,,,,0
00357,,,,0,,,,,,,
00359,,,,0,,,,,,,
00360,,,,0,,,,,,,
00364,,,,0,,,,,,,0
00366,,,,0,,,,,,,0
00368,20.3,,,0,9.3,1.6,,4.9,1012.7,75,0
00371,,,,0,,,,,,,0
00376,,,,0,,,,,,,0
00377,25.2,31,19.4,0,,,,,,59,
00378,,,,0,,,,,,,
00379,21.6,30.1,10.8,0,,,,,,64,
00389,,,,0,,,,,,,
00390,20,25.8,14.7,0,,,,,,72,
00400,21.5,28.9,11.8,0,,,,,,67,
00403,22.2,29.4,12.8,0,,,10.7,4.1,1012.3,66,0
00420,22.5,30.2,13,0,,,,,,64,
00426,,,,0,,,,,,,0
00427,22.6,30.8,12.6,0,12.3,5,,4.3,1015.8,60,0
00433,22.8,29.8,14.3,0,12.4,4.3,,4.9,1015.9,63,0
00440,,,,0,,,,,,,0
00443,,,,0,,,,,,,
00445,22.9,30.7,12.5,0,,,,,,65,
00446,,,,0,,,,,,,0
00447,,,,0,,,,,,,0
00460,23.4,28.7,17.3,0,6.4,1.8,11.4,3,983.2,67,0
00468,,,,0,,,,,,,
00475,,,,0,,,,,,,0
00476,,,,0,,,,,,,0
00479,,,,0,,,,,,,
00480,,,,0,,,,,,,0
00488,,,,0,,,,,,,0
00490,,,,0,,,,,,,0
00496,,,,0,,,,,,,0
00498,,,,0,,,,,,,
00504,,,,0,,,,,,,
00509,,,,0,,,,,,,0
00515,,,,0,,,,,,,0
00516,,,,0,,,,,,,0
00518,,,,0,,,,,,,0
00522,,,,0,,,,,,,
00527,,,,0,,,,,,,0
00533,,,,0,,,,,,,0
00535,21.3,27.4,14.8,0,,,,,,74,
00537,,,,0,,,,,,,0
00542,,,,0,,,,,,,
00550,,,,0,,,,,,,
00551,,,,0,,,,,,,
00552,,,,0,,,,,,,0
00554,,,,0,,,,,,,
00555,22.2,27.5,17.8,0,,,,,,73,
00560,,,,0,,,,,,,0
00561,,,,0,,,,,,,
00562,,,,0,,,,,,,0
00567,,,,0,,,,,,,
00572,,,,0,,,,,,,0
00579,,,,0,,,,,,,0
00582,,,,0,,,,,,,0
00583,,,,0,,,,,,,0
00584,,,,0,,,,,,,0
00589,,,,0,,,,,,,
00591,20.5,26.6,14.1,0,10.4,3.4,5.5,6,1015.7,76,0
00595,,,,0,,,,,,,0
00596,19.9,26.1,12.6,0,17,5.5,4.5,6.1,1018.2,81,0
00603,23.2,28.6,16.7,0,8.3,3.2,,0.7,1007.3,69,0
00604,,,,0,,,,,,,
00606,,,,0,,,,,,,0
00608,,,,0,,,,,,,0
00610,,,,0,,,,,,,0
00611,,,,0,,,,,,,0
00613,,,,0,,,,,,,
00617,21.7,26.9,17.2,0,,,,,,78,
00619,,,,,13.7,7,,,,,
00622,,,,0,,,,,,,
00624,,,,0,,,,,,,0
00628,,,,0,,,,,,,0
00630,,,,0,,,,,,,
00633,,,,0,,,,,,,
00642,,,,,10.5,3.9,,,,,
00644,,,,0,,,,,,,
00645,,,,0,,,,,,,0
00647,,,,0,,,,,,,0
00653,,,,0,,,,,,,
00654,,,,0,,,,,,,0
00656,18.5,24.3,11.2,0,11.8,3.1,,5.4,953.5,80,0
00662,21.6,27.1,14.6,0,11.7,4.2,8,5.2,1012.9,70,0
00668,,,,0,,,,,,,0
00672,,,,0,,,,,,,0
00677,,,,4.6,,,,,,,
00684,,,,0,,,,,,,
00690,,,,0,,,,,,,0
00691,20.8,26.4,13.4,0,12.2,4.7,6.4,4.8,1021.1,78,0
00701,19.9,23.3,15.1,0,11.6,5.9,5.4,4.4,1020.5,84,0
00704,20.2,24.5,14.6,0,9.7,3.8,6,4.6,1020,83,0
00708,,,,0,,,,,,,0
00710,,,,0,,,,,,,0
00714,,,,0,,,,,,,
00721,,,,0,,,,,,,
00722,14.7,19,9.8,0.3,19,11.3,8.1,5.7,894.1,90,0
00723,,,,0,,,,,,,
00731,,,,0,,,,,,,
00732,,,,0,,,,,,,
00734,,,,0,,,,,,,0
00735,,,,0,,,,,,,
00741,,,,0,,,,,,,0
00745,,,,0,,,,,,,0
00747,,,,0,,,,,,,0
00752,,,,0,,,,,,,0
00753,,,,0,,,,,,,
00755,22.5,30.3,13.8,0,,,,,,69,
00756,,,,0,,,,,,,0
00757,23.1,30.1,16.2,0,,,,,,65,
00759,,,,0,,,,,,,0
00760,20.4,25.3,14.6,0,,,,,,79,
00766,21.4,,,0,8.7,2.6,,,969.1,71,
00769,21.7,,,0,,,,,1013.6,69,0
00774,,,,0,,,,,,,0
00775,,,,0,,,,,,,
00788,,,,,18.1,11.8,,,,,
00789,,,,0,,,,,,,
00791,,,,0,,,,,,,
00796,,,,0,,,,,,,
00797,,,,0,,,,,,,
00801,,,,0,,,,,,,
00803,,,,0,,,,,,,0
00807,,,,0,,,,,,,
00808,,,,0,,,,,,,
00811,,,,0,,,,,,,0
00812,,,,0,,,,,,,
00814,,,,0,,,,,,,
00815,,,,0,,,,,,,
00816,,,,0,,,,,,,0
