station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,6.4,1.8,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,
00041,,,,0,,,,,,,0
00044,13.1,21,6.2,0,,,4.3,,,78,
00046,,,,0,,,,,,,
00053,,,,0,,,,,,,
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,14.8,21.4,9.4,0,,,,,,66,
00078,13.5,20.3,6,0,,,,,,71,
00079,,,,0,,,,,,,0
00087,,,,0,,,,,,,
00090,,,,,7.7,1.3,,,,,
00091,11.5,19.8,3.8,0,,,,,,71,
00096,13.1,19.2,7.1,0,8.5,2.3,,2.6,1011.9,74,0
00102,16.1,17.6,14.7,,13.8,8.3,,,1015.7,64,
00103,,,,0,,,,,,,
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,
00125,13.3,,,0,6.7,1.6,,,932.2,74,
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,
00131,12.2,18.6,5.7,0,,,,,,71,
00141,,,,0,,,,,,,
00142,14.9,21,8.6,0,,,,,,64,
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,14.5,22,5.8,0,,,,,,60,
00151,12.5,20.9,5.1,0,,,,,,64,
00154,14.7,20.8,9.5,0,,,,,,75,
00158,,,,0,,,,,,,
00160,,,,0,,,,,,,0
00161,13.8,22.4,5.5,0,6.9,1.7,,2.3,1011.9,65,0
00163,,,,0,,,,,,,0
00164,14,19.8,8.1,0,10.9,4.5,,4.3,1010.7,69,0
00167,13.4,19.4,6,0,,,,,,73,
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,16,18.5,14.3,0,15.2,8.9,11.6,2.6,1010.3,63,0
00187,,,,0,,,,,,,0
00191,13.9,21.9,6.7,0,,,,,,61,
00194,,,,0,,,,,,,
00197,,,,,9.1,2.6,,,,,
00198,13.8,20.4,6.3,0,9.7,2.5,,4.4,1000.4,61,0
00200,,,,0,,,,,,,
00201,,,,0,,,,,,,0
00202,,,,0,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,
00211,,,,0,,,,,,,
00213,,,,0.3,,,,,,,
00216,,,,0,,,,,,,
00217,14,19.5,9.3,0,,,,,,73,
00222,11.2,17.8,3.7,0,,,,,,72,
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,
00232,14.2,20.9,6.9,0,7.5,1.6,9.7,2.5,964.2,71,0
00240,,,,0,,,,,,,
00245,,,,0.1,,,,,,,0
00257,15.1,22.2,8.1,0,,,,,,66,
00259,15.9,23.5,8.6,0,,,,,,71,
00262,,,,0,,,,,,,0
00269,,,,0,,,,,,,
00275,,,,0,,,,,,,
00277,,,,0,,,,,,,0
00279,,,,0,,,,,,,
00282,13.3,21.7,6.1,0,5.9,1.3,5.5,5.2,991.8,64,0
00287,,,,0,,,,,,,
00289,,,,0.1,,,,,,,0
00290,,,,0,,,,,,,0
00292,,,,0,,,,,,,
00294,14.7,21,10.8,0,,,,,,66,
00296,,,,0,,,,,,,0
00298,13.1,18.7,2.7,0,14,5.1,,3.6,1015.8,74,0
00301,,,,0,,,,,,,
00303,13.5,19.7,5.8,0,11,3.4,,3.6,1012.1,68,0
00309,,,,0,,,,,,,0
00310,,,,0,,,,,,,
00312,,,,0,,,,,,,
00314,14.1,19.6,9,0,,,,,,63,
00318,,,,0,,,,,,,0
00319,,,,0,,,,,,,0
00320,11,20.2,1.6,0,,,,,,67,
00323,,,,0,,,,,,,
00325,,,,0,,,,,,,0
00330,14.1,21,8,0,,,,,,61,
00333,,,,0,,,,,,,0
00336,,,,0,,,,,,,
00342,13.3,19.9,5.8,0,8.5,2,5.6,4.1,1008.3,71,0
00349,,,,0,,,,,,,0
00351,,,,0,,,,,,,0
00357,,,,0,,,,,,,
00359,,,,0,,,,,,,
00360,,,,0,,,,,,,
00364,,,,0,,,,,,,0
00366,,,,0,,,,,,,0
00368,11.9,,,0,8.2,1,,3.5,1010.4,77,0
00371,,,,0,,,,,,,0
00376,,,,0,,,,,,,0
00377,17.1,22.1,11.5,0,,,,,,,
00378,,,,0,,,,,,,
00379,11.4,18.5,2.2,0,,,,,,67,
00389,,,,0,,,,,,,
00390,10.9,17.4,5.4,0,,,,,,66,
00400,13.6,20.1,8.1,0,,,,,,70,
00403,14.2,19.8,8.5,0,,,7.6,3.3,1008.8,70,0
00420,14.9,20.2,9.5,0,,,,,,65,
00426,,,,0,,,,,,,0
00427,13.6,20.6,6.2,0,12,4.7,,3.5,1012.4,69,0
00433,14.7,21,8.9,0,11.4,4.2,,3,1012.5,66,0
00440,,,,0,,,,,,,0
00443,,,,0,,,,,,,
00445,14,20.6,7.1,0,,,,,,67,
00446,,,,0,,,,,,,0
00447,,,,0,,,,,,,0
00460,15.4,21.7,9.6,0,6.2,2.4,11.8,0.8,977.3,59,0
00468,,,,0,,,,,,,
00475,,,,0,,,,,,,0
00476,,,,0,,,,,,,0
00479,,,,0,,,,,,,
00480,,,,0,,,,,,,0
00488,,,,0,,,,,,,0
00490,,,,0,,,,,,,0
00496,,,,0,,,,,,,0
00498,,,,0,,,,,,,
00504,,,,0.1,,,,,,,
00509,,,,0,,,,,,,0
00515,,,,0,,,,,,,0
00516,,,,0,,,,,,,0
00518,,,,0,,,,,,,0
00522,,,,0,,,,,,,
00527,,,,0,,,,,,,0
00533,,,,0,,,,,,,0
00535,12.8,20.3,5.1,0,,,,,,64,
00537,,,,0,,,,,,,0
00542,,,,0,,,,,,,
00550,,,,0,,,,,,,
00551,,,,0,,,,,,,
00552,,,,0,,,,,,,0
00554,,,,0,,,,,,,
00555,14.4,21.5,9.1,0,,,,,,67,
00560,,,,0,,,,,,,0
00561,,,,0,,,,,,,
00562,,,,0,,,,,,,0
00567,,,,0,,,,,,,
00572,,,,0,,,,,,,0
00579,,,,0,,,,,,,0
00583,,,,0,,,,,,,0
00584,,,,0,,,,,,,0
00589,,,,0,,,,,,,
00591,13.7,19.4,8.4,0,10.6,3.3,6.6,3.5,1013.3,73,0
00595,,,,0,,,,,,,0
00596,15.3,20.2,8.3,0,12.8,5.5,6.8,4.2,1015.8,67,0
00603,14.1,20.2,8.3,0,6.6,1.5,,2.8,1003.4,67,0
00604,,,,0,,,,,,,
00606,,,,0,,,,,,,0
00608,,,,0,,,,,,,0
00610,,,,0,,,,,,,0
00611,,,,0,,,,,,,0
00613,,,,0,,,,,,,
00617,12.7,21.6,4.4,0,,,,,,75,
00619,,,,,7.6,3.5,,,,,
00622,,,,0,,,,,,,
00624,,,,0,,,,,,,0
00628,,,,0,,,,,,,0
00630,,,,0,,,,,,,
00633,,,,0.1,,,,,,,
00642,,,,,8.6,2.8,,,,,
00644,,,,0,,,,,,,
00645,,,,0,,,,,,,0
00647,,,,0,,,,,,,0
00653,,,,0,,,,,,,
00654,,,,0,,,,,,,0
00656,9.9,14.8,4.6,0,6.8,2,,4.3,949.2,76,0
00662,13.5,19.7,8.4,0,9.7,2.9,4.1,4.2,1010.2,70,0
00668,,,,0,,,,,,,0
00672,,,,0,,,,,,,0
00677,,,,0,,,,,,,
00684,,,,0,,,,,,,
00690,,,,0,,,,,,,0
00691,13.9,19.6,7.9,0,11.1,3.2,2.9,5.8,1019.4,73,0
00701,15.5,17.6,13.2,0.6,12,5.6,5.6,5.6,1019,76,0
00704,13,18.7,7.6,0.1,9.8,2.8,4.7,4.4,1018.3,83,0
00708,,,,0,,,,,,,0
00710,,,,0,,,,,,,0
00714,,,,0,,,,,,,
00721,,,,0,,,,,,,
00722,6.5,10.4,3.8,0,10.6,6.1,1.9,6,888.7,87,0
00723,,,,0,,,,,,,
00731,,,,0,,,,,,,
00732,,,,0,,,,,,,
00734,,,,0,,,,,,,0
00735,,,,0.1,,,,,,,
00741,,,,0,,,,,,,0
00745,,,,0,,,,,,,0
00747,,,,0.2,,,,,,,0
00752,,,,0,,,,,,,0
00753,,,,0,,,,,,,
00755,14.2,22.1,6.2,0,,,,,,64,
00756,,,,0,,,,,,,0
00757,14.7,20.8,9.5,0,,,,,,76,
00759,,,,0,,,,,,,0
00760,12.7,19.2,7.7,0.1,,,,,,81,
00766,14.1,,,0,9.3,2.3,,,963.7,55,
00769,13.2,,,0,,,,,1011.2,69,
00774,,,,0,,,,,,,0
00775,,,,0,,,,,,,
00788,,,,,14.6,7.1,,,,,
00789,,,,0,,,,,,,
00791,,,,0,,,,,,,
00796,,,,0,,,,,,,
00797,,,,0,,,,,,,
00801,,,,0,,,,,,,
00803,,,,0,,,,,,,0
