id,name,state,lat,lon,elevation,from,until
05244,Völklingen-Stadt,Saarland,49.2581,6.8612,220,19610101,19820228
05249,Vogtareuth (A),Bayern,47.95,12.1833,464,19871208,19901231
05250,Vogtsburg-Oberrotweil,Baden-Württemberg,48.0908,7.6353,223,19360101,20031231
05252,Voldagsen,Niedersachsen,52.103,9.5845,100,19470101,19571231
05267,Wackersleben,Sachsen-Anhalt,52.0722,11.0222,86,19630601,19751231
05275,Waghäusel-Kirrlach,Baden-Württemberg,49.2445,8.5374,105,19851001,20260801
05277,Wahlen,Hessen,50.8119,9.128,349,19980101,20090630
05279,Wesertal-Lippoldsberg,Hessen,51.6194,9.5749,167,19510101,20260801
05280,Wittenborn,Schleswig-Holstein,53.9224,10.2267,33,19810401,20260801
05282,Wahnsdorf bei Dresden,Sachsen,51.1188,13.6754,241,19170101,19740630
05284,Waiblingen,Baden-Württemberg,48.8279,9.3228,224,19780101,19911231
05289,Waldachtal-Lützenhardt,Baden-Württemberg,48.4918,8.5612,595,19830101,20080430
05291,Waldau-Jostal,Baden-Württemberg,47.976,8.1558,1005,19480101,19611231
05296,Waldeck,Hessen,51.207,9.0658,376,19470101,19890430
05300,Waldems-Reinborn,Hessen,50.2596,8.3607,380,19510101,20260801
05306,Waldhäuser (National Park),Bayern,48.9293,13.4641,940,19711201,20031231
05317,Waldsassen,Bayern,50.0097,12.2979,509,19490101,19571231
05319,Waldsee  Bad-Reute,Baden-Württemberg,47.9167,9.7076,576,19810801,20260801
05320,Waldshut,Baden-Württemberg,47.6172,8.2388,330,19530101,19910630
05327,Walldürn,Baden-Württemberg,49.5789,9.3974,404,19810714,20260801
05335,Waltershausen,Thüringen,50.8963,10.5483,352,19450101,20260801
05344,Wangerooge,Niedersachsen,53.7865,7.9096,2,19410301,20061231
05347,Warburg,Nordrhein-Westfalen,51.5039,9.1118,236,19980101,20260801
05349,Waren (Müritz),Mecklenburg-Vorpommern,53.5196,12.6654,73,18890701,20260801
05361,Wartenberg-Angersbach,Hessen,50.6271,9.442,270,19490101,20051231
05369,Wasserburg,Bayern,48.0572,12.2202,443,19471201,19931231
05371,Wasserkuppe,Hessen,50.4973,9.9427,920,19230801,20260801
05377,Watzmannhaus,Bayern,47.5714,12.9337,1923,19480101,19530930
05397,Weiden,Bayern,49.6662,12.1844,440,19470101,20260801
05398,Weidenbach  Kr.Ansbach,Bayern,49.1965,10.6487,425,19480101,19710630
05403,Weigenheim-Reusch,Bayern,49.59,10.2588,309,19911101,20041231
05404,Weihenstephan-Dürnast,Bayern,48.4024,11.6946,477,19360701,20260801
05410,Weilburg (Kläranlage),Hessen,50.4732,8.2594,135,19470101,19930630
05412,Weilheim-Bierbronnen,Baden-Württemberg,47.6802,8.1964,771,19910531,20260801
05419,Weimar,Thüringen,50.9751,11.3076,264,19500101,20070630
05424,Weimar-Schöndorf,Thüringen,51.0177,11.3544,328,19490301,20260801
05426,Weinbiet,Rheinland-Pfalz,49.3758,8.1212,553,19530101,20260801
05429,Weinsberg,Baden-Württemberg,49.1512,9.292,219,19530101,19840630
05431,Weisen bei Wittenberge,Sachsen-Anhalt,53.0333,11.8,24,19470101,19760930
05433,Weiskirchen/Saar,Saarland,49.5534,6.812,383,19570101,20260801
05434,Weismain,Bayern,50.0858,11.2364,317,19510101,19920531
05440,Weißenburg-Emetzheim,Bayern,49.0115,10.9308,439,18790101,20260801
05442,Weißenfels,Sachsen-Anhalt,51.2002,11.9154,109,19490401,20051231
05445,Weißensee-Ottenhausen,Thüringen,51.212,10.9956,165,19830201,20071231
05453,Weisweil-Waldeckhof,Baden-Württemberg,48.188,7.6976,174,19920601,20031231
05460,Wellendingen,Baden-Württemberg,48.1477,8.6954,655,19781201,19840731
05463,Wellmitz,Brandenburg,52.0654,14.6898,58,19941201,20000131
05467,Wendelstein,Bayern,47.7035,12.0119,1832,19510101,20120921
05480,Werl,Nordrhein-Westfalen,51.5763,7.8879,85,19750101,20260801
05488,Mühlhausen  Kr. Schweinfurt,Bayern,49.9622,10.0482,216,19490101,19860331
05490,Wernigerode,Sachsen-Anhalt,51.8454,10.7686,233,19470101,20260801
05498,Wertheim-Eichel,Baden-Württemberg,49.7667,9.5428,140,18681020,20041130
05514,Westerland,Schleswig-Holstein,54.899,8.3117,3,19360101,19611231
05516,Fehmarn,Schleswig-Holstein,54.5283,11.0606,3,19480101,20260801
05538,Wielenbach (Demollstr.),Bayern,47.8827,11.1576,551,19990201,20260801
05541,Wiesbaden-Auringen,Hessen,50.1321,8.3169,263,19870601,20260801
05543,Wiesbaden-Dotzheim,Hessen,50.0863,8.1872,235,19600101,19860731
05546,Wiesenburg,Brandenburg,52.1206,12.4586,187,19670401,20260801
05559,Wildbad  Bad-Calmbach,Baden-Württemberg,48.7848,8.5764,383,19490101,20010630
05560,Wildbad  Bad-Sommerberg,Baden-Württemberg,48.7501,8.5365,740,19460101,20031130
05562,Neubulach-Oberhaugstett,Baden-Württemberg,48.6516,8.6801,571,19950401,20260801
05568,Wildungen  Bad,Hessen,51.1056,9.1081,310,19470101,20010331
05575,Wilhelmshaven,Niedersachsen,53.5901,8.106,1,19160101,19980630
05582,Willingen/Upland,Hessen,51.294,8.6026,580,19400101,20051231
05609,Winterbach  Rems-Murr-Kreis,Baden-Württemberg,48.8031,9.4699,241,19940801,20020331
05624,Wismar,Mecklenburg-Vorpommern,53.9026,11.4254,16,19470101,19661231
05629,Wittenberg,Sachsen-Anhalt,51.8891,12.6446,105,19370101,20260801
05640,Wittmundhafen,Niedersachsen,53.5444,7.6625,7,19690101,20260801
05642,Wittstock,Brandenburg,53.1833,12.5167,72,20000702,20010928
05643,Wittstock-Rote Mühle,Brandenburg,53.1864,12.4949,68,19940301,20260801
05644,Witzenhausen,Hessen,51.3493,9.8438,133,19480101,19990831
05654,Wörnitz-Bottenweiler,Bayern,49.2178,10.2296,464,19480701,20071231
05663,Woldegk,Mecklenburg-Vorpommern,53.4618,13.6099,118,19480401,19961130
05664,Wolfach,Baden-Württemberg,48.2953,8.2391,296,19580101,20260801
05665,Wolfegg,Baden-Württemberg,47.818,9.797,677,19791001,20100501
05675,Wolfsburg,Niedersachsen,52.4411,10.7587,56,19610101,19880831
05676,Wolfsburg (Südwest),Niedersachsen,52.3962,10.6892,82,19810401,20240102
05681,Wolfstein/Pfalz,Rheinland-Pfalz,49.5811,7.6234,200,19810901,19981231
05688,Dachsberg-Wolpadingen,Baden-Württemberg,47.7004,8.1057,881,20181101,20260801
05692,Worms,Rheinland-Pfalz,49.6051,8.3659,88,19360101,20260801
05703,Würzburg/Main,Bayern,49.7964,9.8949,170,19510101,19860131
05705,Würzburg,Bayern,49.7704,9.9576,268,19470101,20260801
05707,Würzburg (Physikalisches-Institut),Bayern,49.7995,9.928,175,18800101,19530131
05715,Wunstorf,Niedersachsen,52.4626,9.4245,49,19740101,20260801
05717,Wuppertal-Buchenhofen,Nordrhein-Westfalen,51.2256,7.1052,134,19370101,20260801
05719,Remscheid,Nordrhein-Westfalen,51.2051,7.2,235,20041001,20091210
05728,Wustrau-Ziethenhorst,Brandenburg,52.8039,12.8714,35,19520401,19811231
05731,Wutöschingen-Ofteringen,Baden-Württemberg,47.6783,8.3801,395,19610101,20260801
05732,Wrixum/Föhr,Schleswig-Holstein,54.6928,8.5271,9,18870701,20030630
05745,Zehdenick,Brandenburg,52.9664,13.3268,51,19480701,20260801
05750,Zeitz,Sachsen-Anhalt,51.0314,12.1495,264,19520901,20260801
05761,Zerbst,Sachsen-Anhalt,51.9642,12.0996,69,19031101,19801231
05770,Ziegenrück,Thüringen,50.6132,11.6472,316,19520301,19821231
05778,Zinnowitz,Mecklenburg-Vorpommern,54.0801,13.8989,2,19910101,20040731
05779,Zinnwald-Georgenfeld,Sachsen,50.7313,13.7516,877,19710101,20260801
05781,Zittau,Sachsen,50.8849,14.8112,235,19390301,19501231
05792,Zugspitze,Bayern,47.421,10.9848,2956,19000801,20260801
05797,Lichtentanne,Sachsen,50.6879,12.4329,349,18631204,20260801
05800,Zwiesel,Bayern,49.028,13.2385,615,19980101,20260801
05802,Zwieselberg,Bayern,49.0007,13.2137,615,19480101,20030930
05821,Bassum (A),Niedersachsen,52.8482,8.719,36,19610101,19761231
05822,Bassum,Niedersachsen,52.863,8.6989,42,19751001,20260721
05825,Nauen-Berge,Brandenburg,52.6198,12.7867,41,19530701,20260801
05832,Dannenberg,Niedersachsen,53.1007,11.0455,50,19460101,19541130
05839,Emden,Niedersachsen,53.3881,7.2287,0,19970701,20260801
05851,Frankenberg-Geismar,Hessen,51.0806,8.8769,392,19970312,20260801
05856,Fürstenzell,Bayern,48.5451,13.3532,476,19961231,20260801
05871,Hahn,Rheinland-Pfalz,49.9463,7.2645,497,19981101,20260801
05877,Putlos,Schleswig-Holstein,54.316,10.8002,5,19970310,20260801
05885,Kirchheim/Teck-Ötlingen,Baden-Württemberg,48.6582,9.4203,289,19510101,19770531
05890,Kohlgrub  Bad (A),Bayern,47.6777,11.0473,850,19510101,19910731
05898,Ludwigsburg,Baden-Württemberg,48.8943,9.2058,287,19490301,19840630
05904,Mainburg,Bayern,48.6493,11.7772,431,19780501,20050131
05906,Mannheim,Baden-Württemberg,49.5063,8.5584,98,17810101,20260801
05912,Malsfeld,Hessen,51.0988,9.538,169,19500101,20031231
05920,Neuwied,Rheinland-Pfalz,50.4485,7.4275,91,19500101,19970731
05930,Schönhagen (Ostseebad),Schleswig-Holstein,54.641,10.0238,1,19810801,20260801
05941,Reit im Winkl-Groißenbach,Bayern,47.6721,12.4756,680,19450101,20250331
05971,Welzheim (A),Baden-Württemberg,48.8787,9.6342,510,19510101,19630228
06086,Melchow-Schönholz,Brandenburg,52.7786,13.759,71,19971101,20000630
06091,Spiekeroog (SWN),Niedersachsen,53.7674,7.6721,14,19971008,20260801
06093,Wendisch Evern,Niedersachsen,53.2139,10.4704,62,19980201,20260801
06095,Taubenheim-Seeligstadt,Sachsen,51.0838,13.4486,273,19980501,19990930
06096,Altmühlsee,Bayern,49.1423,10.7301,416,19980717,20260801
06097,Darßer Ort (SWN),Mecklenburg-Vorpommern,54.4738,12.5014,4,19981104,20260801
06098,Stockach-Espasingen,Baden-Württemberg,47.8147,9.0237,398,20000503,20100430
06099,Gailingen,Baden-Württemberg,47.702,8.7318,449,20000420,20260801
06101,Bastorf-Kägsdorf (SWN),Mecklenburg-Vorpommern,54.1323,11.6719,51,19991216,20260801
06102,Lindau (SWN),Bayern,47.5396,9.6843,397,19990331,20260801
06103,Mittenwald/Obb.,Bayern,47.4287,11.2616,923,20000606,20260801
06105,Ostenfeld (Rendsburg),Schleswig-Holstein,54.3194,9.8051,15,19980601,20260801
06106,Rechlin,Mecklenburg-Vorpommern,53.3311,12.7149,62,20020630,20260801
06107,Sipplingen (SWN),Baden-Württemberg,47.8076,9.1035,703,19990414,20260801
06108,Ruthenstrom,Niedersachsen,53.7197,9.4192,7,20010627,20260801
06109,Grambow-Schwennenz,Mecklenburg-Vorpommern,53.3837,14.3728,51,19981001,20260801
06110,Medow-Wussentin,Mecklenburg-Vorpommern,53.8545,13.4949,11,19980901,20040831
06112,Stralsund-Devin,Mecklenburg-Vorpommern,54.267,13.143,2,19981001,20000131
06129,Sohland/Spree,Sachsen,51.0594,14.4266,291,19990501,20260801
06136,Dillenburg-Niederscheld (Kläranlage),Hessen,50.7,8.3,220,19820801,19950430
06157,Wangerland-Hooksiel,Niedersachsen,53.6411,8.0809,4,19990201,20260801
06158,Weidenbach-Weiherschneidbach,Bayern,49.2249,10.6085,454,19990701,20260801
06159,Dörpen,Niedersachsen,52.9542,7.3197,8,19590301,20260801
06163,Dörnick,Schleswig-Holstein,54.1654,10.3519,27,19991004,20260801
06170,Neißemünde-Coschen,Brandenburg,52.0192,14.7254,39,20000201,20260801
06182,Mallersdorf-Pfaffenberg,Bayern,48.7757,12.1743,404,20000401,20120327
06186,Nastätten,Rheinland-Pfalz,50.1989,7.8651,268,20000401,20190527
06189,Rotenburg (Wümme) (Flugplatz),Niedersachsen,53.1333,9.35,34,19710101,19950831
06196,Selb-Spielberg,Bayern,50.1587,12.0386,611,20000901,20260801
06197,Lügde-Paenbruch,Nordrhein-Westfalen,51.8664,9.271,258,20001011,20260801
06199,Steinhagen-Negast,Mecklenburg-Vorpommern,54.2484,13.0419,16,20000801,20260801
06211,Vogtareuth (Kläranlage),Bayern,47.955,12.1735,464,19870610,20260801
06217,Saarbrücken-Burbach,Saarland,49.2406,6.9351,190,20010401,20260801
06219,Dollnstein-Breitenfurt,Bayern,48.8768,11.1043,394,20010701,20011031
06221,Krummhörn (Hooge),Niedersachsen,53.5084,7.0781,6,19910903,19940630
06238,Starnberg-Perchting,Bayern,47.9946,11.269,675,20011123,20170729
06253,Brandenburg/Havel,Brandenburg,52.4228,12.5667,31,20011001,20260801
06258,Friedrichshafen-Unterraderach,Baden-Württemberg,47.6845,9.4409,461,20030101,20260801
06259,Großerlach-Mannenweiler,Baden-Württemberg,49.021,9.6033,524,20040601,20260801
06260,Ingelfingen-Stachenhausen,Baden-Württemberg,49.3328,9.704,381,20021201,20260801
06262,Schwäbisch Gmünd-Weiler,Baden-Württemberg,48.7695,9.8737,412,20021101,20260801
06263,Singen,Baden-Württemberg,47.7738,8.8219,445,20040701,20260801
06264,Brilon-Thülen,Nordrhein-Westfalen,51.414,8.65,457,20040601,20260801
06265,Wusterwitz,Brandenburg,52.3613,12.3867,36,20040501,20260801
06266,Huy-Pabstorf,Sachsen-Anhalt,52.0305,10.9626,112,20040901,20260801
06272,Salzungen  Bad-Gräfen-Nitzendorf,Thüringen,50.8426,10.2518,284,20041001,20260801
06273,Demker,Sachsen-Anhalt,52.5075,11.8551,36,20040601,20260801
06275,Notzingen,Baden-Württemberg,48.6705,9.4627,327,20040701,20260801
06277,Wolfsburg (Schleuse),Niedersachsen,52.4167,10.6667,66,19710101,19900430
06304,Pilsach-Litzlohe,Bayern,49.3533,11.5053,550,20021001,20061231
06305,Mühlhausen/Thüringen-Görmar,Thüringen,51.2061,10.4978,194,20041201,20260801
06310,Karlshagen,Mecklenburg-Vorpommern,54.1049,13.8239,1,20040801,20260801
06312,Markt Erlbach-Mosbach,Bayern,49.5314,10.6418,362,20041101,20200930
06314,Nossen,Sachsen,51.0507,13.3003,306,19490201,20260801
06336,Lohr/Main-Halsbach,Bayern,50.0132,9.654,288,20051101,20260801
06337,Lüdinghausen-Brochtrup,Nordrhein-Westfalen,51.7663,7.5194,58,20040801,20260801
06344,Runkel-Ennerich,Hessen,50.394,8.1423,168,20041201,20260801
06346,Maisach-Galgen,Bayern,48.207,11.2035,531,20050201,20260801
06347,Schonungen-Mainberg,Bayern,50.0579,10.2972,305,20050301,20260801
07075,Elsendorf-Horneck,Bayern,48.702,11.8493,429,20050201,20260801
07099,Liebenburg-Othfresen,Niedersachsen,52.0111,10.3966,187,20041101,20211004
07105,Siegsdorf-Höll,Bayern,47.835,12.6548,719,20050601,20260801
07106,Bielefeld-Deppendorf,Nordrhein-Westfalen,52.0714,8.4565,105,20060901,20260801
07135,Aulendorf-Haslach,Baden-Württemberg,47.9655,9.6804,565,19510101,20041231
07187,Freudenberg/Main-Boxtal,Baden-Württemberg,49.7636,9.4063,194,20041201,20260801
07244,Neuglobsow (HM),Brandenburg,53.1425,13.0323,62,19670101,20040930
07298,Hattstedt,Schleswig-Holstein,54.5268,9.0425,4,20050701,20260801
07308,Wielenbach,Bayern,47.8847,11.154,541,19850206,20180125
07319,Donauwörth-Osterweiler,Bayern,48.7374,10.7393,435,20050301,20260801
07321,Olbersleben,Thüringen,51.1507,11.3321,157,20050901,20260801
07325,Schneefernerhaus,Bayern,47.4165,10.9795,2650,20110901,20170116
07329,Treuen,Sachsen,50.5467,12.2863,465,20051101,20260801
07330,Arnsberg-Neheim,Nordrhein-Westfalen,51.4633,7.978,159,20051001,20260801
07331,Hermaringen-Allewind,Baden-Württemberg,48.6099,10.2674,467,20050901,20260801
07341,Offenbach-Wetterpark,Hessen,50.09,8.7862,119,20050715,20260801
07343,Deutschneudorf-Brüderwiese,Sachsen,50.62,13.4817,689,20060401,20260801
07350,Prackenbach-Neuhäusl,Bayern,49.1088,12.8231,585,20060801,20250430
07351,Feldberg/Mecklenburg,Mecklenburg-Vorpommern,53.3176,13.4175,115,20050908,20260801
07364,Jeßnitz,Sachsen-Anhalt,51.6818,12.3053,74,20070101,20260801
07367,Alfeld,Niedersachsen,51.9643,9.8072,144,20071201,20260801
07368,Eisenach,Thüringen,51.0007,10.3621,312,20071101,20260801
07369,Feuchtwangen-Heilbronn,Bayern,49.1623,10.3661,475,20071101,20260801
07370,Waldmünchen,Bayern,49.391,12.6838,499,20061211,20260801
07373,Borkum-Flugplatz,Niedersachsen,53.5984,6.7024,3,20060301,20260801
07374,Ahaus,Nordrhein-Westfalen,52.0813,6.9409,46,20060301,20260801
07389,Heckelberg-Brunow,Brandenburg,52.7461,13.8427,83,20061201,20260801
07391,Oberzent-Beerfelden-Vogelherd,Hessen,49.5561,8.9669,443,20120201,20260801
07392,Aubstadt,Bayern,50.3332,10.4487,304,20080101,20260801
07393,Hoyerswerda,Sachsen,51.4492,14.2533,116,20100101,20260801
07394,Wunsiedel-Schönbrunn,Bayern,50.0315,11.9745,622,20060601,20260801
07395,Gottfrieding,Bayern,48.6595,12.5388,351,20071201,20260801
07396,Hoherodskopf/Vogelsberg,Hessen,50.5084,9.2246,740,20080501,20260801
07403,Leutkirch-Herlazhofen,Baden-Württemberg,47.7955,10.0325,672,20070401,20260801
07410,Neu-Ulrichstein,Hessen,50.7513,9.0224,350,20110201,20260801
07412,Neuhütten/Spessart,Bayern,50.0083,9.4238,340,20061001,20260801
07416,Birkelbach,Nordrhein-Westfalen,51.0112,8.2733,541,20080911,20260801
07419,Langenwetzendorf-Göttendorf,Thüringen,50.661,12.0756,389,20061201,20260801
07420,Naumburg/Saale-Kreipitzsch,Sachsen-Anhalt,51.1045,11.7113,246,20070401,20260801
07424,Piding,Bayern,47.7724,12.9073,457,20061201,20260801
07427,Padenstedt (Pony-Park),Schleswig-Holstein,54.0188,9.9255,17,20070901,20260801
07428,Veilsdorf,Thüringen,50.4167,10.8156,397,20070501,20260801
07431,Oberhaching-Laufzorn,Bayern,48.013,11.5524,604,20071101,20260801
07432,Wittingen-Vorhop,Niedersachsen,52.6423,10.6628,71,20070501,20260801
10510,Winterbach/Remstal,Baden-Württemberg,48.8059,9.5046,244,20090101,20260801
13667,Freiburg-Mitte,Baden-Württemberg,48.0006,7.845,269,20061123,20080706
13670,Duisburg-Baerl,Nordrhein-Westfalen,51.5088,6.7018,24,20070601,20260801
13674,Waibstadt,Baden-Württemberg,49.2943,8.9053,237,20070801,20260801
13675,Hameln-Hastenbeck,Niedersachsen,52.0818,9.4077,75,20071101,20260801
13676,Langquaid-Oberschneidhart,Bayern,48.8608,12.0323,378,20100101,20260801
13693,Gütersloh/Ems,Nordrhein-Westfalen,51.9258,8.3111,70,20080611,20260801
13696,Waltrop-Abdinghof,Nordrhein-Westfalen,51.5966,7.4048,60,20071201,20260801
13700,Gevelsberg-Oberbröking,Nordrhein-Westfalen,51.3329,7.3412,203,20080501,20260801
13701,Eschwege-Eltmannshausen,Hessen,51.1945,9.9885,250,20080901,20260801
13710,Landshut-Reithof,Bayern,48.5734,12.2576,490,20080401,20250815
13711,Krölpa-Rockendorf,Thüringen,50.682,11.515,289,20071201,20260801
13713,Meinerzhagen-Redlendorf,Nordrhein-Westfalen,51.0899,7.6289,385,20071101,20260801
13776,Hildesheim-Drispenstedt,Niedersachsen,52.1789,9.9524,85,20080301,20101231
13777,Helmstedt-Emmerstedt,Niedersachsen,52.2467,10.9592,109,20080601,20260801
13876,Altenberg-Raupennest,Sachsen,50.7667,13.7333,755,19220101,19450131
13886,Pößneck,Thüringen,50.7,11.6,250,19370401,19720930
