station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,9.6,2.4,,,,,
00019,,,,0,,,,,,,0
00020,,,,3.8,,,,,,,
00021,,,,0,,,,,,,0
00022,,,,2,,,,,,,0
00023,,,,9.1,,,,,,,0
00029,,,,0,,,,,,,
00041,,,,3.4,,,,,,,0
00044,14.6,19.4,12,18.1,,,,,,89.71,
00046,,,,0.1,,,,,,,
00053,,,,0,,,,,,,
00055,,,,0.6,,,,,,,0
00057,,,,0.1,,,,,,,0
00063,,,,0.2,,,,,,,0
00064,,,,0,,,,,,,0
00073,13.6,19.9,10.3,1.5,,,,,,86.42,
00078,14.5,18.9,11.4,1.9,,,,,,83.67,
00079,,,,3.9,,,,,,,0
00087,,,,0,,,,,,,
00090,,,,,9.6,3.3,,,,,
00091,12.8,19.3,7.6,7.1,,,,,,84.75,
00096,15.5,22,9.9,0.9,9,1.9,,6.3,1005.3,76.58,0
00102,14.4,16.5,13.1,,14.6,7.8,,,1005.87,83.54,
00103,,,,0,,,,,,,
00105,,,,2.6,,,,,,,0
00110,,,,1.9,,,,,,,0
00118,,,,1.4,,,,,,,
00121,,,,12.8,,,,,,,0
00124,,,,0,,,,,,,
00125,12.4,,,0,9.3,,,,928.64,76.67,
00128,,,,3.2,,,,,,,0
00129,,,,2.4,,,,,,,0
00130,,,,0,,,,,,,
00131,15.8,20.4,11,0,,,,,,72.25,
00141,,,,0.8,,,,,,,
00142,13.8,18.7,8.9,0,,,,,,76.5,
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,14.7,21.3,9.4,0,,,,,,75.08,
00151,14.2,19.2,8.3,,,,,,,77.17,
00154,13.3,19,10.2,1.4,,,,,,81,
00158,,,,0,,,,,,,
00160,,,,0.6,,,,,,,0
00161,13.9,20.6,8,6.5,11.1,2.3,,4.7,1004.82,82.75,0
00163,,,,1.9,,,,,,,0
00164,16.3,21.3,12.4,0,8.1,2.7,,7.4,1004.8,73.25,0
00167,15.8,22.6,9.7,1.7,,,,,,79.83,
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,1.8,,,,,,,0
00183,15.3,19.8,12.5,0,9.6,5.3,8.633,4.3,1005.02,83.58,0
00191,14.1,20,8.2,1.4,,,,,,78.5,
00194,,,,1.8,,,,,,,
00197,,,,,9.7,3.4,,,,,
00198,15.7,21.7,9.8,0,10.3,3,,,,71.83,
00200,,,,7.1,,,,,,,
00201,,,,6.5,,,,,,,0
00202,,,,0.2,,,,,,,0
00203,,,,0.6,,,,,,,0
00205,,,,0.7,,,,,,,
00211,,,,0.6,,,,,,,
00213,,,,0.3,,,,,,,
00216,,,,3.2,,,,,,,
00217,12.5,17.9,8.9,0.7,,,,,,80.58,
00222,14.7,20.4,8.9,0,,,,,,70.13,
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,
00232,13.3,19.5,8.1,0,9.6,3.3,6.3,4.5,960.33,77.96,0
00240,,,,0.7,,,,,,,
00245,,,,4.9,,,,,,,0
00257,15.3,20.8,10.5,0,,,,,,64.21,
00259,15.6,21,10.2,0.1,,,,,,67.5,
00262,,,,4.5,,,,,,,0
00269,,,,0,,,,,,,
00275,,,,0,,,,,,,
00277,,,,0,,,,,,,0
00279,,,,0.8,,,,,,,
00282,15,19.8,8.1,0,7.9,2.3,,5.1,986.19,73.79,0
00287,,,,0,,,,,,,
00289,,,,1,,,,,,,0
00290,,,,0.4,,,,,,,0
00292,,,,2.3,,,,,,,
00294,15,20.4,11.5,0,,,,,,76.04,
00296,,,,1.2,,,,,,,0
00298,15.1,20.5,9.3,0.2,9.4,3.6,,5.9,1009.5,81.5,0
00301,,,,0,,,,,,,
00303,16.5,21.6,8.7,0,9.5,3.2,,5.7,1005.46,67.29,0
00309,,,,1,,,,,,,0
00310,,,,1.8,,,,,,,
00312,,,,0.1,,,,,,,
00314,15.1,19.1,12.4,1.4,,,,,,76.92,
00318,,,,0.8,,,,,,,0
00319,,,,0,,,,,,,0
00320,14.3,19.3,7.2,0,,,,,,75.96,
00323,,,,0.3,,,,,,,
00325,,,,2.3,,,,,,,0
00330,13.7,19.1,10.1,0,,,,,,73,
00333,,,,0,,,,,,,0
00336,,,,3.1,,,,,,,
