station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,16.7,1.8,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,
00021,,,,0,,,,,,,0
00022,,,,2,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,1.5,,,,,,,
00041,,,,1.1,,,,,,,0
00044,20.6,26.6,15.9,0,,,,,,83.42,
00046,,,,0.8,,,,,,,
00053,,,,17.4,,,,,,,
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,5.3,,,,,,,0
00064,,,,11.2,,,,,,,0
00073,25,34.6,18.1,0,,,,,,62,
00078,22.4,28.1,17.7,0,,,,,,75.71,
00079,,,,0,,,,,,,0
00087,,,,0.9,,,,,,,
00090,,,,,8.4,1.8,,,,,
00091,23.8,31.5,16.3,0,,,,,,74.5,
00096,23.2,27.9,17.3,13.4,16.2,1.4,,5.4,1018.35,76.46,0
00102,16.9,17.6,15.3,,13.1,7.7,,,1022.92,88,
00103,,,,0,,,,,,,
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0.5,,,,,,,
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,
00125,22.4,,,4.5,11.8,,,,939.05,59.63,
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,
00131,23.9,29.6,18.3,0,,,,,,73.58,
00141,,,,0,,,,,,,
00142,25.3,33.2,18,0,,,,,,58.29,
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,27.4,35.1,21.7,0.1,,,,,,60.21,
00151,24.3,34.8,16.2,3.3,,,,,,67.21,
00154,24.1,33.9,15.7,0,,,,,,64,
00158,,,,3.9,,,,,,,
00160,,,,0.5,,,,,,,0
00161,27.7,36.4,21.1,0,9.5,2.2,,4.3,1014.73,58.38,0
00163,,,,0.1,,,,,,,0
00164,22,29.6,16.3,22.9,25.1,2.4,,4.4,1018.06,84.96,0
00167,22.3,27.8,15.8,0,,,,,,73.92,
00170,,,,0,,,,,,,0
00173,,,,0.3,,,,,,,0
00178,,,,0.6,,,,,,,0
00183,19.3,22.8,16.1,0,9.2,4.1,9.233,3.8,1020.02,78.21,0
00191,25.7,34.1,16.5,0,,,,,,65.71,
00194,,,,0.5,,,,,,,
00197,,,,,10.9,2.2,,,,,
00198,23.9,29.8,18.6,0.3,12,2,,,,74.38,
00200,,,,0,,,,,,,
00201,,,,0,,,,,,,0
00202,,,,0,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,
00211,,,,4.7,,,,,,,
00213,,,,2.6,,,,,,,
00216,,,,0,,,,,,,
00217,24.2,32.3,17.5,2,,,,,,53.17,
00222,23.4,31.1,16.5,0,,,,,,73.67,
00223,,,,0.8,,,,,,,0
00227,,,,0.5,,,,,,,
00232,24.2,33.4,16,0,10.6,1.9,12.35,3.1,969.78,61.83,0
00240,,,,0.1,,,,,,,
00245,,,,0,,,,,,,0
00257,26.4,35,18,0,,,,,,57.92,
00259,25.8,37,16.5,0,,,,,,56.25,
00262,,,,0,,,,,,,0
00269,,,,0.1,,,,,,,
00275,,,,0,,,,,,,
00277,,,,1.8,,,,,,,0
00279,,,,0,,,,,,,
00282,24.1,34.7,16,17.9,17.3,1.7,,3.5,995.96,73.67,0
00287,,,,1.9,,,,,,,
00289,,,,0,,,,,,,0
00290,,,,3.1,,,,,,,0
00292,,,,0,,,,,,,
00294,22.6,29.5,18,3.2,,,,,,77.08,
00296,,,,0,,,,,,,0
00298,18.5,23.1,9.2,0,7.9,2.3,,3.6,1024.64,78.17,0
00301,,,,0,,,,,,,
00303,22.8,31.8,15.8,11.4,14.6,1.6,,4,1017.93,80,0
00309,,,,0.8,,,,,,,0
00310,,,,0,,,,,,,
00312,,,,0,,,,,,,
00314,24.1,32.5,17.6,3.8,,,,,,71.25,
00318,,,,0,,,,,,,0
00319,,,,0,,,,,,,0
00320,23.2,32.5,14.5,0.9,,,,,,73.04,
00323,,,,7.1,,,,,,,
00325,,,,0,,,,,,,0
